Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging,SurveyDate,City,Feedback
20,Female,Working professional,6003,3,1-2,Monthly,Yes,Yes,9.22,Bottle,Supermarket,Weight management,3,BrandA,No artificial flavors,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,4,1,2024-04-21 22:13:14,Umm Al Quwain,UnsustainablePack
45,Female,Retired,15537,2,1-2,Daily,Yes,Yes,31.27,Tetra Pak,Pharmacy,Muscle recovery,4,BrandD,Eco packaging,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,1,2024-08-18 10:22:14,Dubai,No barriers
20,Female,Student,2086,4,None,Weekly,No,Yes,3.09,Bottle,Supermarket,Weight management,2,BrandB,Organic,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,1,4,2,3,2024-12-21 06:31:40,Fujairah,No barriers
20,Male,Working professional,2672,4,3-4,Rarely,Yes,No,5.76,Bottle,Supermarket,Muscle recovery,5,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,5,1,2,3,2025-01-14 20:44:26,Umm Al Quwain,No barriers
18,Female,Working professional,2452,3,3-4,Weekly,Yes,No,4.66,Can,Pharmacy,Muscle recovery,4,BrandC,None,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,5,3,2,4,1,2024-06-20 08:49:32,Sharjah,LackTrust
25,Male,Student,10375,5,1-2,Monthly,Yes,Yes,23.18,Bottle,Online retailer,Energy boost,5,None,None,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,3,5,2025-05-23 22:45:37,Sharjah,PoorTaste
27,Female,Student,11052,3,3-4,Weekly,Yes,Yes,22.65,Can,Online retailer,Energy boost,3,BrandA,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,5,4,2,1,2025-05-07 06:04:06,Fujairah,No barriers
18,Female,Working professional,7377,3,3-4,Weekly,No,Yes,13.67,Bottle,Supermarket,Energy boost,5,BrandA,Gluten-free,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,3,5,2025-02-21 17:18:19,Abu Dhabi,No barriers
35,Female,Homemaker,14259,2,5+,Never,Yes,Yes,25.75,Bottle,Supermarket,Energy boost,4,BrandC,Organic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,2,4,5,2024-05-05 04:00:52,Umm Al Quwain,LackTrust
25,Female,Working professional,1702,4,5+,Weekly,Yes,Yes,3.31,Powder sachet,Supermarket,Weight management,5,None,No artificial flavors,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,2,5,3,2024-01-06 19:03:06,Sharjah,PoorTaste
26,Male,Other,22038,4,5+,Monthly,Yes,No,43.99,Bottle,Online retailer,Muscle recovery,3,BrandC,Gluten-free,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,5,3,2,4,1,2024-06-09 06:53:57,Sharjah,PoorTaste
24,Female,Working professional,19359,4,3-4,Rarely,Yes,Yes,38.19,Can,Supermarket,Energy boost,4,BrandB,Organic,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,5,4,2025-05-18 15:13:19,Umm Al Quwain,No barriers
24,Other,Working professional,9529,4,1-2,Weekly,Yes,Yes,20.61,Jar,Online retailer,Digestive health,4,None,Low sugar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,5,1,2024-10-20 05:00:20,Ajman,No barriers
27,Female,Working professional,24431,5,None,Weekly,Yes,No,46.1,Bottle,Pharmacy,Digestive health,4,None,No artificial flavors,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,5,2,3,1,4,2024-07-05 09:21:04,Abu Dhabi,HighPrice; PoorTaste
20,Male,Working professional,1107,2,None,Monthly,Yes,Yes,1.0,Powder sachet,Supermarket,Weight management,3,BrandD,No artificial flavors,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,5,3,4,2025-05-23 05:37:25,Fujairah,HighPrice
20,Male,Self-employed,3066,2,3-4,Weekly,Yes,Yes,22.68,Bottle,Convenience store,Muscle recovery,5,None,Low sugar,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5,4,1,2,2024-01-20 06:25:01,Ajman,UnsustainablePack
41,Male,Working professional,2536,1,5+,Weekly,Yes,Yes,3.95,Can,Supermarket,Energy boost,2,BrandD,No artificial flavors,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,3,1,2,4,2024-06-01 20:05:42,Sharjah,HighPrice; PoorTaste
53,Female,Working professional,9408,2,3-4,Weekly,Yes,No,18.1,Tetra Pak,Pharmacy,Muscle recovery,3,BrandB,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,4,2,5,2025-03-06 07:34:44,Fujairah,PoorTaste
23,Female,Homemaker,1910,4,None,Monthly,Yes,No,3.7,Powder sachet,Pharmacy,Energy boost,3,BrandA,Organic,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,4,3,1,2025-03-29 19:27:46,Fujairah,No barriers
21,Male,Retired,9718,4,3-4,Monthly,No,Yes,20.81,Tetra Pak,Supermarket,Muscle recovery,5,BrandC,Eco packaging,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,2,1,4,2025-02-25 02:50:39,Umm Al Quwain,No barriers
30,Female,Homemaker,16873,5,5+,Monthly,Yes,No,33.54,Can,Convenience store,Weight management,4,None,No artificial flavors,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,3,2024-02-25 12:05:47,Fujairah,No barriers
24,Female,Working professional,9188,3,3-4,Daily,Yes,Yes,14.44,Can,Online retailer,Immune support,4,None,None,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,3,4,5,2024-04-24 07:15:55,Ras Al Khaimah,LackTrust
18,Female,Self-employed,6345,3,5+,Monthly,Yes,No,11.48,Bottle,Supermarket,Weight management,4,BrandA,High protein,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,3,2025-05-22 15:59:22,Umm Al Quwain,No barriers
20,Female,Working professional,2020,4,5+,Never,Yes,No,5.03,Tetra Pak,Online retailer,Energy boost,5,BrandA,Organic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,3,1,2,2024-12-10 19:27:34,Ras Al Khaimah,No barriers
33,Female,Working professional,2293,2,5+,Monthly,Yes,No,6.11,Bottle,Convenience store,Weight management,1,None,Low sugar,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,3,4,5,2024-03-02 20:55:05,Ajman,PoorTaste; LackTrust
30,Female,Working professional,15133,4,3-4,Rarely,No,Yes,31.9,Can,Pharmacy,Digestive health,1,BrandC,Eco packaging,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,4,1,2,3,2024-08-17 06:18:17,Dubai,HighPrice
18,Male,Working professional,9911,5,3-4,Monthly,No,No,22.02,Tetra Pak,Supermarket,Muscle recovery,1,BrandB,Low sugar,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2,5,3,4,2024-04-23 23:43:52,Umm Al Quwain,No barriers
21,Female,Working professional,4745,4,1-2,Rarely,Yes,No,9.73,Powder sachet,Online retailer,Immune support,4,BrandC,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,3,5,2,1,2025-05-17 17:47:30,Dubai,HighPrice; HardToFind
21,Female,Working professional,3374,5,None,Never,Yes,No,7.27,Can,Supermarket,Digestive health,4,BrandA,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,5,1,3,2024-07-12 07:54:52,Abu Dhabi,No barriers
31,Female,Homemaker,794,4,3-4,Daily,Yes,No,1.0,Jar,Online retailer,Weight management,4,None,Organic,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,5,3,1,2024-07-05 18:04:15,Ras Al Khaimah,HighPrice
18,Female,Working professional,1875,2,1-2,Weekly,Yes,Yes,1.0,Bottle,Online retailer,Energy boost,4,None,No artificial flavors,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,3,4,5,2024-10-26 20:19:23,Fujairah,HighPrice
19,Female,Student,27454,4,5+,Weekly,No,Yes,52.07,Bottle,Supermarket,Energy boost,3,None,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,1,4,2,2024-10-18 02:36:42,Ras Al Khaimah,No barriers
37,Male,Student,1552,3,1-2,Weekly,Yes,Yes,1.7,Can,Online retailer,Immune support,3,BrandA,Low sugar,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,5,4,3,2,1,2024-10-26 17:25:04,Ajman,PoorTaste; HardToFind
20,Male,Retired,5829,1,5+,Daily,Yes,Yes,8.94,Can,Convenience store,Immune support,3,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,1,2,2024-04-18 19:04:52,Fujairah,LackTrust
30,Male,Working professional,12170,4,1-2,Rarely,Yes,No,23.75,Tetra Pak,Online retailer,Energy boost,2,BrandC,None,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,4,2,5,2024-07-14 23:32:27,Umm Al Quwain,HighPrice
21,Male,Working professional,1589,5,1-2,Daily,Yes,No,2.25,Tetra Pak,Pharmacy,Muscle recovery,3,BrandB,Organic,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,4,5,3,2024-08-06 16:55:23,Sharjah,HardToFind
19,Female,Self-employed,5804,3,5+,Monthly,No,No,13.48,Bottle,Supermarket,Muscle recovery,4,BrandB,Low sugar,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,3,2,1,2025-04-22 22:18:52,Abu Dhabi,No barriers
21,Other,Self-employed,11431,4,1-2,Monthly,Yes,Yes,20.92,Tetra Pak,Convenience store,Muscle recovery,4,None,None,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,2,4,5,1,2024-10-04 20:43:19,Ajman,LackTrust
33,Male,Working professional,4970,5,1-2,Weekly,Yes,Yes,10.22,Bottle,Supermarket,Digestive health,5,BrandC,Gluten-free,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,1,2,4,5,2025-05-31 15:20:09,Dubai,HighPrice; HardToFind
41,Male,Working professional,64962,5,1-2,Never,Yes,No,129.08,Bottle,Online retailer,Energy boost,4,BrandB,None,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4,3,5,1,2,2024-08-06 10:32:30,Umm Al Quwain,No barriers
39,Female,Self-employed,1095,4,3-4,Rarely,No,Yes,1.0,Bottle,Gym/Fitness centre,Digestive health,3,None,No artificial flavors,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,2,1,4,2025-05-12 07:39:40,Sharjah,No barriers
24,Male,Working professional,12745,3,1-2,Weekly,No,Yes,24.03,Tetra Pak,Pharmacy,Weight management,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,4,2,2024-10-01 05:02:55,Fujairah,No barriers
31,Female,Working professional,4207,5,3-4,Weekly,Yes,No,4.31,Can,Supermarket,Weight management,4,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,1,2024-08-16 13:14:04,Abu Dhabi,No barriers
20,Female,Homemaker,50952,3,3-4,Weekly,Yes,No,103.4,Bottle,Online retailer,Weight management,5,BrandD,No artificial flavors,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,3,2,1,2025-01-18 04:34:43,Umm Al Quwain,No barriers
22,Female,Working professional,7311,4,3-4,Rarely,Yes,Yes,17.43,Can,Online retailer,Weight management,5,BrandD,High protein,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,3,1,4,2025-04-08 09:34:29,Sharjah,No barriers
45,Male,Working professional,2541,1,3-4,Daily,Yes,No,4.55,Bottle,Supermarket,Muscle recovery,4,BrandC,Gluten-free,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,1,4,3,2024-06-15 12:43:50,Dubai,No barriers
18,Male,Working professional,6040,4,3-4,Monthly,Yes,No,12.14,Jar,Online retailer,Muscle recovery,4,BrandA,None,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,4,5,2,2025-05-31 23:37:01,Ajman,No barriers
19,Female,Student,923,3,1-2,Rarely,Yes,No,1.25,Can,Supermarket,Weight management,3,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,3,2024-01-21 09:52:22,Ajman,No barriers
20,Female,Student,8458,4,5+,Weekly,Yes,No,15.28,Bottle,Supermarket,Muscle recovery,4,BrandA,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,5,4,2,3,2025-01-27 20:56:18,Ras Al Khaimah,PoorTaste
18,Male,Self-employed,6428,3,1-2,Rarely,Yes,Yes,14.27,Powder sachet,Supermarket,Weight management,5,BrandC,Organic,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,4,2,5,3,2024-07-02 08:20:43,Umm Al Quwain,PoorTaste
20,Female,Student,8732,3,3-4,Daily,No,No,18.1,Bottle,Supermarket,Immune support,4,BrandA,Low sugar,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,2,1,4,3,2025-04-17 06:36:06,Fujairah,HighPrice
28,Male,Working professional,12738,4,3-4,Never,Yes,Yes,19.65,Tetra Pak,Pharmacy,Energy boost,3,BrandA,None,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,5,1,4,3,2,2025-06-09 05:46:11,Ajman,No barriers
24,Female,Working professional,6842,5,5+,Daily,Yes,Yes,11.61,Can,Online retailer,Weight management,4,BrandC,Organic,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,5,1,3,2024-03-18 20:51:40,Ras Al Khaimah,No barriers
44,Male,Student,5615,5,3-4,Monthly,Yes,No,7.12,Bottle,Online retailer,Energy boost,5,None,Low sugar,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,1,2024-08-19 22:56:03,Ajman,No barriers
38,Female,Other,2224,3,1-2,Weekly,Yes,No,7.56,Tetra Pak,Supermarket,Weight management,2,BrandB,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,1,4,2,2025-03-21 20:10:21,Abu Dhabi,HardToFind
23,Male,Working professional,2589,4,3-4,Rarely,Yes,No,4.83,Bottle,Supermarket,Energy boost,4,BrandA,Eco packaging,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,1,5,2024-02-29 01:37:14,Umm Al Quwain,LackTrust
21,Male,Working professional,14301,4,3-4,Monthly,No,No,29.08,Powder sachet,Online retailer,Immune support,3,BrandC,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,4,2024-06-10 17:59:29,Fujairah,No barriers
23,Male,Working professional,17903,3,1-2,Daily,Yes,No,35.1,Bottle,Supermarket,Energy boost,3,BrandD,Eco packaging,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,3,1,4,2024-08-31 13:02:55,Dubai,No barriers
28,Male,Working professional,3967,1,3-4,Monthly,No,No,10.14,Bottle,Pharmacy,Weight management,4,BrandB,No artificial flavors,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,5,4,3,2,2025-01-28 14:51:23,Umm Al Quwain,HighPrice
21,Female,Student,5123,4,3-4,Weekly,Yes,Yes,11.97,Tetra Pak,Convenience store,Digestive health,4,BrandC,Low sugar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,2,2025-02-26 04:53:43,Umm Al Quwain,No barriers
29,Other,Self-employed,2177,5,5+,Monthly,Yes,Yes,3.92,Bottle,Pharmacy,Energy boost,3,BrandA,No artificial flavors,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,4,5,2024-11-13 04:48:58,Sharjah,No barriers
24,Male,Other,14122,4,3-4,Rarely,Yes,Yes,31.68,Can,Online retailer,Digestive health,4,BrandB,Low sugar,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,1,4,3,2,2025-01-21 04:33:36,Dubai,HighPrice
27,Male,Working professional,8945,4,1-2,Weekly,Yes,Yes,18.26,Powder sachet,Online retailer,Digestive health,4,BrandB,High protein,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,4,1,2,2025-02-23 06:51:42,Dubai,No barriers
24,Female,Working professional,28201,4,1-2,Weekly,Yes,Yes,53.48,Tetra Pak,Convenience store,Muscle recovery,1,BrandD,No artificial flavors,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,1,2,3,5,2024-08-02 05:29:18,Ras Al Khaimah,PoorTaste
22,Female,Self-employed,2229,3,5+,Daily,No,No,4.66,Bottle,Online retailer,Energy boost,5,BrandB,Low sugar,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,4,2,1,3,2025-04-11 13:08:44,Ras Al Khaimah,HighPrice
53,Female,Self-employed,3497,5,5+,Monthly,No,No,8.03,Tetra Pak,Online retailer,Energy boost,3,BrandB,Eco packaging,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,2,3,5,2024-11-09 02:51:28,Abu Dhabi,LackTrust
35,Male,Working professional,6053,4,1-2,Weekly,No,No,11.84,Powder sachet,Online retailer,Energy boost,4,BrandC,None,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,1,5,2,2024-11-27 22:59:43,Sharjah,No barriers
19,Male,Working professional,8794,2,1-2,Weekly,No,No,16.77,Bottle,Gym/Fitness centre,Energy boost,3,BrandC,None,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,1,2025-06-16 19:39:32,Ajman,No barriers
42,Female,Working professional,4048,5,3-4,Daily,No,No,11.62,Can,Online retailer,Energy boost,4,BrandC,Eco packaging,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,3,5,1,2025-02-07 00:40:13,Ajman,No barriers
26,Male,Self-employed,2240,3,1-2,Weekly,Yes,Yes,2.11,Bottle,Online retailer,Digestive health,4,BrandB,Low sugar,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,5,2024-03-23 01:01:49,Dubai,No barriers
44,Female,Self-employed,10865,5,1-2,Never,Yes,Yes,16.2,Powder sachet,Gym/Fitness centre,Weight management,4,BrandC,None,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,4,2,5,2025-03-23 23:38:33,Umm Al Quwain,HighPrice; PoorTaste
37,Male,Working professional,9405,4,1-2,Weekly,Yes,Yes,22.05,Tetra Pak,Pharmacy,Weight management,5,None,High protein,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,5,1,4,2025-01-14 10:00:34,Abu Dhabi,No barriers
24,Female,Working professional,2155,3,1-2,Monthly,Yes,No,1.86,Jar,Online retailer,Energy boost,5,BrandA,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,5,2,2024-11-17 22:23:20,Umm Al Quwain,LackTrust
18,Male,Retired,16646,4,3-4,Rarely,No,Yes,32.72,Powder sachet,Gym/Fitness centre,Weight management,4,BrandB,Eco packaging,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,4,3,1,2024-09-11 14:27:39,Sharjah,No barriers
21,Female,Self-employed,14089,4,3-4,Rarely,Yes,No,80.1,Bottle,Supermarket,Weight management,2,BrandC,No artificial flavors,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,3,2,5,1,4,2025-01-18 01:20:56,Ajman,HighPrice; PoorTaste
27,Female,Other,5546,2,1-2,Weekly,Yes,No,13.56,Bottle,Pharmacy,Digestive health,4,BrandD,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,3,1,2025-04-26 11:34:40,Dubai,No barriers
30,Female,Self-employed,5280,4,1-2,Monthly,No,Yes,13.43,Bottle,Supermarket,Energy boost,4,BrandD,Eco packaging,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,4,5,2024-02-13 14:04:49,Abu Dhabi,No barriers
21,Male,Working professional,8092,4,1-2,Rarely,Yes,Yes,13.6,Bottle,Online retailer,Digestive health,3,BrandC,Low sugar,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,5,1,2,2025-03-12 00:52:42,Sharjah,No barriers
19,Female,Working professional,2263,4,3-4,Daily,Yes,Yes,7.24,Tetra Pak,Pharmacy,Muscle recovery,1,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,4,3,2024-05-11 08:14:27,Umm Al Quwain,No barriers
39,Female,Working professional,5049,1,1-2,Weekly,No,Yes,12.77,Jar,Online retailer,Immune support,3,BrandC,Low sugar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,5,2025-03-01 10:51:57,Dubai,No barriers
67,Female,Student,708,4,3-4,Weekly,No,No,1.45,Bottle,Supermarket,Energy boost,3,BrandA,Gluten-free,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,5,3,4,2024-06-06 21:45:47,Dubai,HighPrice; PoorTaste
26,Female,Working professional,10816,2,3-4,Weekly,Yes,No,23.5,Can,Supermarket,Energy boost,4,BrandA,Eco packaging,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,5,1,4,2024-01-29 03:50:46,Fujairah,No barriers
20,Female,Self-employed,1206,4,None,Weekly,No,No,4.48,Jar,Convenience store,Weight management,5,None,Low sugar,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,2,3,4,1,2024-02-13 20:03:27,Umm Al Quwain,No barriers
21,Female,Working professional,19017,2,None,Rarely,No,No,37.53,Bottle,Supermarket,Immune support,4,None,None,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,5,1,2,3,2025-04-03 14:26:14,Abu Dhabi,No barriers
18,Male,Self-employed,3651,5,None,Daily,No,No,6.99,Bottle,Supermarket,Muscle recovery,5,BrandD,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,1,4,2025-04-15 21:20:20,Abu Dhabi,LackTrust
47,Female,Working professional,4062,4,3-4,Monthly,No,No,9.3,Can,Online retailer,Muscle recovery,3,BrandB,Low sugar,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,5,2,1,3,2024-09-09 18:22:22,Abu Dhabi,No barriers
19,Female,Other,2793,4,5+,Monthly,Yes,Yes,2.33,Can,Online retailer,Energy boost,3,BrandC,Organic,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,3,2,1,4,2024-10-04 17:21:26,Abu Dhabi,HighPrice
28,Male,Student,3792,4,None,Weekly,Yes,No,6.88,Powder sachet,Gym/Fitness centre,Weight management,4,BrandC,None,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4,1,2,5,3,2024-04-15 13:14:35,Sharjah,HighPrice
21,Male,Working professional,17618,2,5+,Rarely,Yes,Yes,32.84,Bottle,Gym/Fitness centre,Weight management,5,BrandC,No artificial flavors,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,4,1,3,5,2024-10-16 04:10:00,Abu Dhabi,No barriers
27,Male,Working professional,524,3,1-2,Weekly,Yes,Yes,3.9,Jar,Pharmacy,Weight management,4,BrandD,None,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,3,5,1,4,2024-02-05 08:17:38,Abu Dhabi,HighPrice
30,Female,Working professional,15510,5,5+,Never,Yes,Yes,30.29,Can,Convenience store,Energy boost,4,BrandA,Low sugar,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,2,5,1,4,2025-05-21 23:44:34,Abu Dhabi,HardToFind
39,Female,Self-employed,6662,5,3-4,Weekly,Yes,No,13.88,Bottle,Gym/Fitness centre,Energy boost,5,BrandB,Organic,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,5,3,2,2024-05-03 04:24:38,Fujairah,PoorTaste
20,Female,Self-employed,1659,1,3-4,Monthly,Yes,Yes,2.88,Bottle,Supermarket,Muscle recovery,4,BrandD,Gluten-free,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,1,5,2,2024-12-15 04:42:44,Sharjah,HighPrice
18,Female,Student,1867,4,3-4,Rarely,Yes,Yes,3.17,Bottle,Online retailer,Immune support,5,None,High protein,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,1,2,5,2024-10-05 03:04:36,Ajman,No barriers
19,Male,Working professional,22220,4,3-4,Weekly,Yes,No,44.86,Bottle,Online retailer,Muscle recovery,5,None,No artificial flavors,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,1,2,3,4,2024-11-25 07:56:08,Dubai,HighPrice; LackTrust
45,Male,Working professional,2099,4,5+,Daily,No,No,2.74,Bottle,Online retailer,Muscle recovery,1,BrandD,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,1,4,5,2024-09-24 18:09:23,Ras Al Khaimah,No barriers
42,Male,Working professional,1741,2,3-4,Rarely,Yes,No,3.09,Can,Supermarket,Immune support,5,BrandA,Organic,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,3,4,1,5,2025-01-02 09:18:13,Umm Al Quwain,HighPrice
28,Male,Retired,13679,3,3-4,Weekly,Yes,No,26.95,Tetra Pak,Online retailer,Energy boost,3,BrandB,None,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,3,4,5,1,2024-10-11 00:40:05,Fujairah,HighPrice; PoorTaste
29,Male,Self-employed,6665,3,1-2,Rarely,Yes,No,12.48,Can,Pharmacy,Energy boost,5,BrandA,High protein,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3,1,2,4,2025-04-27 01:18:04,Dubai,PoorTaste
31,Male,Working professional,2113,5,1-2,Never,Yes,No,5.01,Bottle,Online retailer,Muscle recovery,3,BrandC,Low sugar,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,4,3,5,2,1,2024-02-09 15:40:22,Sharjah,HighPrice
20,Female,Self-employed,5973,4,5+,Weekly,No,Yes,38.25,Tetra Pak,Online retailer,Weight management,4,BrandB,Eco packaging,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,2,3,4,2024-09-16 12:51:08,Umm Al Quwain,HighPrice
